match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum
2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:00:00,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.999,18.557,3,0,1,0,1,692,45.0,46.33749367201738
2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:00:26,1,1,2,0,0,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,26.087,22.571,6,2,0,0,0,692,46.33749367201738,46.65
2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:01:10,1,1,3,0,0,0,0,1,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.538,5.213,1,2,1,1,0,692,46.0,47.33749367201738
2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:01:42,1,1,4,0,0,0,0,1,2,2,1,1,2,2,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.779,7.981,2,0,1,0,0,692,47.83749367201738,47.3
2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:02:05,1,1,5,0,0,0,0,2,2,2,2,1,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.038,0.961,0,0,1,1,0,692,48.674949379555834,48.0
2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:02:34,1,1,6,0,0,0,0,3,2,2,1,2,3,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,9.169,15.126,3,3,0,0,0,692,50.5,49.13749367201738
2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:02:58,1,1,7,0,0,0,0,3,3,2,1,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42.78,43.622,10,2,0,0,0,692,49.33749367201738,48.35
2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:03:37,1,1,8,0,0,0,0,4,3,2,1,1,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,7.379,8.473,2,1,0,0,0,692,61.686709429068166,48.35
2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:04:40,1,2,9,0,0,1,0,0,0,1,2,2,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.583,28.239,6,2,0,0,1,693,55.35,49.33749367201738
2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:05:14,1,2,10,0,0,1,0,0,1,1,2,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.202,4.835,1,1,0,1,0,693,56.33749367201738,49.0
2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:05:45,1,2,11,0,0,1,0,1,1,1,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.809,17.128,4,3,0,1,0,693,56.0,50.63749367201738
2023-wimbledon-1403,Daniil Medvedev,Jiri Lehecka,00:06:18,1,2,12,0,0,1,0,1,2,1,1,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.254,16.566,5,1,0,1,0,693,57.33749367201738,50.0
