match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum,cal_m_1,cal_m_2
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.0,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.008,5.212,1,0,1,1,1,1047,44.5,48.9981268731046,1.0,1.0
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.008611111111111111,1,1,2,0,0,0,0,0,1,2,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.804,13.208,4,4,0,1,0,1047,48.2481268731046,45.5,0.9979116780455384,0.997774837476356
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.020833333333333332,1,1,3,0,0,0,0,1,1,2,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918,0.587,1,1,0,0,0,1047,45.5,49.2481268731046,0.9949476438200108,0.9946165854031129
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.027222222222222224,1,1,4,0,0,0,0,1,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.413,32.779,6,2,0,0,0,1047,48.7481268731046,46.5,0.9933982943267291,0.9929657196626579
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.04416666666666667,1,1,5,0,0,0,0,2,2,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.832,2.376,1,0,0,0,0,1047,46.5,49.7481268731046,0.9892893233591074,0.988587546307246
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.050833333333333335,1,1,6,0,0,0,0,2,3,2,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.453,73.784,19,0,0,1,0,1047,46.5,57.38188941012068,0.987672770499883,0.986865096934663
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.0875,1,2,7,0,0,0,1,0,0,1,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.651,8.25,1,0,1,1,1,1048,49.7481268731046,53.5,0.9787831079869382,0.9773932925982545
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.09305555555555556,1,2,8,0,0,0,1,1,0,1,2,2,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38.279,53.489,12,0,0,1,0,1048,47.85,56.7481268731046,0.9774364473503866,0.9759584827327347
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.10833333333333334,1,2,9,0,0,0,1,1,1,1,1,2,3,6,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.953,28.995,10,4,0,0,0,1048,47.5,60.485059758123015,0.973733567444948,0.9720132840204864
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.12027777777777778,1,2,10,0,0,0,1,1,2,1,2,1,4,6,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,41.102,37.596,11,3,0,0,0,1048,51.5481268731046,55.5,0.9708390854266906,0.9689294568832136
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.1361111111111111,1,2,11,0,0,0,1,2,2,1,1,1,5,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0.848,1,1,0,1,0,1048,55.235059758123015,55.5,0.9670029756789313,0.9648425143977432
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.14277777777777778,1,2,12,0,0,0,1,3,2,1,1,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.677,7.35,1,0,0,1,0,1048,61.521339808166914,55.5,0.9653880558477819,0.963122040341763
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.15305555555555556,1,3,13,0,0,1,1,0,0,2,2,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.366,18.752,5,4,0,0,1,1049,55.5,58.7481268731046,0.9628987448360544,0.9604700746960284
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.16499999999999998,1,3,14,0,0,1,1,0,1,2,2,1,7,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.225,6.206,0,4,1,0,0,1049,58.7481268731046,57.5,0.9600063422483411,0.9573887626225491
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.18583333333333332,1,3,15,0,0,1,1,1,1,2,2,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.338,0.838,1,3,0,1,0,1049,56.5,59.7481268731046,0.9549630863263858,0.9520163551838314
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.19722222222222222,1,3,16,0,0,1,1,1,2,2,1,2,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.372,3.732,1,0,1,1,0,1049,56.5,62.985059758123015,0.952207060131958,0.9490805924508671
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.20333333333333334,1,3,17,0,0,1,1,1,3,2,1,2,7,10,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,53.415,47.626,13,1,1,0,0,1049,56.5,71.32133980816691,0.9507285140687705,0.9475056645939075
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.23666666666666666,1,4,18,0,0,1,2,0,0,1,2,1,8,10,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.34,25.659,7,4,0,1,1,1050,60.2481268731046,64.8,0.9426676866012823,0.9389199484637438
2023-wimbledon-1504,Andrey Rublev,Novak Djokovic,0.24722222222222223,1,4,19,0,0,1,2,1,0,1,1,1,9,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.859,8.93,3,4,0,0,0,1050,63.485059758123015,64.5,0.9401165986533748,0.9362029609235804
