match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum
2023-wimbledon-1313,Andrey Rublev,David Goffin,00:00:00,1,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.412,16.527,3,1,0,1,1,477,46.33749367201738,45.35
2023-wimbledon-1313,Andrey Rublev,David Goffin,00:00:35,1,1,2,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.314,9.633,3,3,0,0,0,477,48.174949379555834,45.0
2023-wimbledon-1313,Andrey Rublev,David Goffin,00:00:57,1,1,3,0,0,0,0,2,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.731,3.345,1,4,0,1,0,477,49.012329175216934,45.35
2023-wimbledon-1313,Andrey Rublev,David Goffin,00:01:25,1,1,4,0,0,0,0,3,0,1,1,1,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695,0.867,1,1,0,0,0,477,52.610331843486186,45.0
2023-wimbledon-1313,Andrey Rublev,David Goffin,00:02:40,1,2,5,0,0,1,0,0,0,2,1,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.14,16.4,5,1,0,1,1,478,54.35,46.33749367201738
2023-wimbledon-1313,Andrey Rublev,David Goffin,00:03:05,1,2,6,0,0,1,0,0,1,2,1,2,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.447,7.405,3,1,0,0,0,478,54.0,48.174949379555834
2023-wimbledon-1313,Andrey Rublev,David Goffin,00:03:29,1,2,7,0,0,1,0,0,2,2,1,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.894,7.207,2,1,1,0,0,478,55.33749367201738,47.35
2023-wimbledon-1313,Andrey Rublev,David Goffin,00:04:02,1,2,8,0,0,1,0,1,2,2,2,1,6,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.169,25.458,8,1,0,1,0,478,57.174949379555834,47.0
2023-wimbledon-1313,Andrey Rublev,David Goffin,00:04:55,1,2,9,0,0,1,0,2,2,2,2,1,7,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.257,0.892,0,1,1,0,0,478,58.012329175216934,48.0
2023-wimbledon-1313,Andrey Rublev,David Goffin,00:05:20,1,2,10,0,0,1,0,3,2,2,1,1,8,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,15.873,9.732,2,3,0,0,0,478,71.36868608093747,47.35
2023-wimbledon-1313,Andrey Rublev,David Goffin,00:05:54,1,3,11,0,0,2,0,0,0,1,2,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.684,11.62,4,4,0,1,1,479,63.0,48.33749367201738
