match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum,cal_m_1,cal_m_2
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.0,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.789,20.381,7,3,0,0,1,761,44.5,48.5481268731046,1.0,1.0
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.008888888888888889,1,1,2,0,0,0,0,0,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.265,12.613,4,2,0,0,0,761,47.7481268731046,45.5,0.9969782411174294,0.9983590848787198
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.01888888888888889,1,1,3,0,0,0,0,1,1,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.384,20.467,6,2,0,0,0,761,50.985059758123015,45.85,0.9935788310837329,0.9965130663699263
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.030555555555555555,1,1,4,0,0,0,0,2,1,2,1,2,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,1.131,1,0,1,0,0,761,46.5,49.9981268731046,0.9896130457950162,0.9943594090299095
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.0375,1,1,5,0,0,0,0,2,2,2,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934,0.87,1,1,1,0,0,761,46.5,51.985059758123015,0.9872526064473564,0.9930774937000133
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.04388888888888889,1,1,6,0,0,0,0,2,3,2,2,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.632,17.523,5,3,0,0,0,761,46.5,59.521339808166914,0.9850811270984033,0.9918981515921129
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.06305555555555556,1,2,7,0,0,0,1,0,0,1,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.839,12.857,2,2,0,1,1,762,46.5,63.38188941012068,0.9785676152228525,0.9883602736161997
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.06916666666666667,1,2,8,0,0,0,1,0,1,1,2,1,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,26.701,50.934,7,2,0,1,0,762,49.7481268731046,54.85,0.9764911993854276,0.9872323115904239
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.0825,1,2,9,0,0,0,1,1,1,1,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,4.091,1,1,0,0,0,762,52.985059758123015,54.5,0.9719615659833549,0.9847714202433706
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.09555555555555555,1,2,10,0,0,0,1,2,1,1,2,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.644,19.766,4,2,0,0,0,762,48.5,57.7481268731046,0.9675274141446347,0.982361976017785
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.10833333333333334,1,2,11,0,0,0,1,2,2,1,1,1,5,6,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,12.03,13.995,3,0,1,0,0,762,52.5481268731046,55.5,0.9631888421837005,0.9800039947185374
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.11666666666666667,1,2,12,0,0,0,1,3,2,1,1,1,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.123,4.979,1,2,0,0,0,762,59.38188941012068,55.5,0.9603600759307638,0.9784662990236718
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.12722222222222224,1,3,13,0,0,1,1,0,0,2,2,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.121,13.184,4,2,0,0,1,763,63.19982651304931,55.5,0.9567778897062714,0.9765186983161954
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.13805555555555554,1,3,14,0,0,1,1,1,0,2,1,2,7,7,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.526,21.285,7,3,0,0,0,763,56.8,59.2481268731046,0.9531025914877989,0.9745200304079116
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.1475,1,3,15,0,0,1,1,1,1,2,2,1,8,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.368,25.065,8,4,0,0,0,763,59.7481268731046,56.85,0.949899517546507,0.9727777676032786
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.1611111111111111,1,3,16,0,0,1,1,2,1,2,1,1,9,7,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.782,13.489,4,1,0,0,0,763,63.485059758123015,56.5,0.9452851520497495,0.9702671530800225
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.1711111111111111,1,3,17,0,0,1,1,3,1,2,1,2,9,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11.304,9.581,3,1,0,0,0,763,61.0,60.2481268731046,0.9418964834146352,0.9684228572054235
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.18,1,3,18,0,0,1,1,3,2,2,2,2,9,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,41.141,44.462,9,3,1,0,0,763,61.0,63.485059758123015,0.9388854547071919,0.9667836632022898
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.19916666666666666,1,3,19,0,0,1,1,3,3,2,1,1,10,9,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.929,11.969,4,1,0,0,0,763,62.2481268731046,58.8,0.9323967789324784,0.9632497706845833
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.20916666666666667,1,3,20,0,0,1,1,4,3,2,1,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.494,2.871,1,0,1,0,0,763,62.0,61.7481268731046,0.9290136167110843,0.9614063598826628
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.2163888888888889,1,3,21,0,0,1,1,4,4,2,1,2,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.508,8.606,1,4,1,0,0,763,59.5,64.98505975812301,0.926571232572813,0.960075170261565
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.2225,1,3,22,0,0,1,1,4,5,2,1,2,10,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.942,8.428,1,1,0,0,0,763,59.5,72.52133980816691,0.924505286386594,0.9589488895395664
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.25194444444444447,1,4,23,0,0,1,2,0,0,1,2,1,11,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14.808,18.581,5,1,0,1,1,764,62.7481268731046,66.85,0.9145605759616365,0.9535237772126188
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.26222222222222225,1,4,24,0,0,1,2,1,0,1,1,1,12,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.175,18.165,5,1,0,1,0,764,65.98505975812301,66.85,0.9110932110459122,0.9516307348640638
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.2702777777777778,1,4,25,0,0,1,2,2,0,1,1,1,13,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.635,4.13,1,1,1,1,0,764,70.44982651304932,66.5,0.9083770478824355,0.9501472411532692
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.2763888888888889,1,4,26,0,0,1,2,3,0,1,2,1,14,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.33,8.909,3,4,0,0,0,764,76.60906756032159,66.85,0.9063174171637903,0.9490219784965767
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.29083333333333333,1,5,27,0,0,2,2,0,0,2,1,1,15,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.354,6.448,2,3,0,0,1,765,80.52133980816691,66.85,0.9014524166433985,0.9463627863665474
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.29777777777777775,1,5,28,0,0,2,2,1,0,2,2,2,15,13,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,45.349,41.806,13,3,0,0,0,765,69.5,70.54812687310461,0.8991151352169519,0.9450845970205572
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.3138888888888889,1,5,29,0,0,2,2,1,1,2,1,2,15,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17.071,18.341,5,3,0,0,0,765,69.85,72.98505975812301,0.8936969716180515,0.9421198978343138
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.3233333333333333,1,5,30,0,0,2,2,1,2,2,1,2,15,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814,0.696,1,0,1,0,0,765,69.5,77.44982651304932,0.890523718141432,0.9403824418672114
2023-wimbledon-1405,Jannik Sinner,Daniel Elahi Galan,0.3283333333333333,1,5,31,0,0,2,2,1,3,2,1,2,15,16,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0.746,1,0,1,1,0,765,69.5,84.85906756032159,0.8888446591897244,0.9394627577836746
