match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum
2023-wimbledon-1407,Andrey Rublev,Alexander Bublik,00:00:00,1,1,1,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.251,22.48,6,4,1,0,1,827,45.0,46.83749367201738
2023-wimbledon-1407,Andrey Rublev,Alexander Bublik,00:00:32,1,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,36.93,33.856,9,2,0,1,0,827,47.13749367201738,46.0
2023-wimbledon-1407,Andrey Rublev,Alexander Bublik,00:01:11,1,1,3,0,0,0,0,1,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.062,9.631,3,4,0,1,0,827,47.674949379555834,46.35
2023-wimbledon-1407,Andrey Rublev,Alexander Bublik,00:01:51,1,1,4,0,0,0,0,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.065,14.496,5,1,0,0,0,827,49.012329175216934,46.35
2023-wimbledon-1407,Andrey Rublev,Alexander Bublik,00:02:15,1,1,5,0,0,0,0,3,1,1,1,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.643,6.899,2,2,0,0,0,827,48.35,47.33749367201738
2023-wimbledon-1407,Andrey Rublev,Alexander Bublik,00:02:37,1,1,6,0,0,0,0,3,2,1,2,1,4,2,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26.64,20.464,5,2,0,0,0,827,51.1495951457469,47.0
2023-wimbledon-1407,Andrey Rublev,Alexander Bublik,00:04:15,1,2,7,0,0,1,0,0,0,2,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.32,2.485,1,0,0,0,1,828,54.0,48.33749367201738
2023-wimbledon-1407,Andrey Rublev,Alexander Bublik,00:04:34,1,2,8,0,0,1,0,0,1,2,2,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.394,18.588,4,2,0,1,0,828,55.33749367201738,48.0
2023-wimbledon-1407,Andrey Rublev,Alexander Bublik,00:05:24,1,2,9,0,0,1,0,1,1,2,1,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.951,3.014,1,3,0,0,0,828,55.0,49.33749367201738
2023-wimbledon-1407,Andrey Rublev,Alexander Bublik,00:05:45,1,2,10,0,0,1,0,1,2,2,1,2,5,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.406,6.779,3,0,1,0,0,828,55.0,51.47494937955583
2023-wimbledon-1407,Andrey Rublev,Alexander Bublik,00:06:08,1,2,11,0,0,1,0,1,3,2,2,1,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.716,6.534,2,4,0,0,0,828,56.33749367201738,50.35
2023-wimbledon-1407,Andrey Rublev,Alexander Bublik,00:06:40,1,2,12,0,0,1,0,2,3,2,1,2,6,6,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945,0.759,1,3,0,1,0,828,56.0,53.5995951457469
2023-wimbledon-1407,Andrey Rublev,Alexander Bublik,00:07:06,1,3,13,0,0,1,1,0,0,1,2,1,7,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.624,20.094,5,4,0,0,1,829,57.33749367201738,56.35
