match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,00:00:00,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,1.283,1,0,1,1,1,193,45.0,47.58749367201738
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,00:00:35,1,1,2,0,0,0,0,0,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.958,12.433,3,0,0,0,0,193,45.0,47.97494937955583
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,00:00:58,1,1,3,0,0,0,0,0,2,2,2,1,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.833,16.819,6,2,0,1,0,193,46.83749367201738,47.0
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,00:01:39,1,1,4,0,0,0,0,1,2,2,1,2,1,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.243,4.63,3,1,1,0,0,193,46.0,48.83749367201738
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,00:02:03,1,1,5,0,0,0,0,1,3,2,1,2,1,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,1.032,1,1,1,1,0,193,46.0,51.936709429068166
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,00:03:01,1,2,6,0,0,0,1,0,0,1,1,1,2,4,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.814,11.995,3,0,1,0,1,194,48.13749367201738,54.0
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,00:03:24,1,2,7,0,0,0,1,1,0,1,1,1,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.135,1.27,1,0,1,0,0,194,49.924949379555834,54.0
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,00:03:43,1,2,8,0,0,0,1,2,0,1,1,1,4,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.105,1.286,1,1,0,1,0,194,51.262329175216934,54.0
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,00:04:01,1,2,9,0,0,0,1,3,0,1,1,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.719,15.222,4,1,0,0,0,194,49.0,55.33749367201738
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,00:04:25,1,2,10,0,0,0,1,3,1,1,1,2,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.104,8.579,2,1,0,0,0,194,49.35,56.674949379555834
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,00:04:45,1,2,11,0,0,0,1,3,2,1,2,1,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.553,8.11,1,2,0,1,0,194,51.3495951457469,56.0
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,00:05:28,1,3,12,0,0,1,1,0,0,2,1,2,5,7,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8.79,11.314,3,1,0,0,1,195,55.0,58.13749367201738
2023-wimbledon-1306,Jiri Lehecka,Tommy Paul,00:05:49,1,3,13,0,0,1,1,0,1,2,2,1,6,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.454,7.482,2,4,0,1,0,195,56.33749367201738,57.35
