match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:00:00,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.661,4.341,1,0,1,1,1,1142,45.0,46.33749367201738
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:00:25,1,1,2,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.502,22.307,4,3,0,0,0,1142,46.33749367201738,46.0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:01:19,1,1,3,0,0,0,0,1,1,2,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.786,2.926,2,3,0,0,0,1142,48.174949379555834,46.0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:02:17,1,1,4,0,0,0,0,2,1,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.907,4.209,1,4,1,0,0,1142,47.0,47.33749367201738
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:03:02,1,1,5,0,0,0,0,2,2,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12.881,8.676,2,0,1,0,0,1142,48.33749367201738,47.65
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:03:38,1,1,6,0,0,0,0,3,2,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.293,7.704,1,0,0,1,0,1142,50.5,48.33749367201738
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:04:05,1,1,7,0,0,0,0,3,3,2,1,2,3,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23.283,19.531,5,0,1,0,0,1142,48.0,50.47494937955583
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:04:41,1,1,8,0,0,0,0,3,4,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.179,24.58,6,3,0,1,0,1142,49.33749367201738,49.0
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:06:03,1,1,9,0,0,0,0,4,4,2,1,2,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29.115,28.599,7,1,0,1,0,1142,49.35,50.33749367201738
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:06:43,1,1,10,0,0,0,0,4,5,2,1,2,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.941,7.816,1,0,1,0,0,1142,49.0,52.686709429068166
2023-wimbledon-1701,Carlos Alcaraz,Novak Djokovic,00:08:02,1,2,11,0,0,0,1,0,0,1,1,2,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.54,10.329,2,3,0,0,1,1143,49.35,58.012329175216934
