match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,00:00:00,1,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.205,9.695,4,4,0,1,1,520,46.83749367201738,45.0
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,00:00:25,1,1,2,0,0,0,0,1,0,2,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.231,8.83,3,0,1,0,0,520,46.0,47.13749367201738
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,00:00:49,1,1,3,0,0,0,0,1,1,2,2,2,1,2,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.497,19.551,5,4,0,0,0,520,46.0,48.47494937955583
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,00:01:28,1,1,4,0,0,0,0,1,2,2,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.989,9.202,3,4,1,0,0,520,46.0,49.012329175216934
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,00:02:03,1,1,5,0,0,0,0,1,3,2,1,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.856,3.839,1,4,0,1,0,520,46.0,51.360331843486186
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,00:03:30,1,2,6,0,0,0,1,0,0,1,2,2,1,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.2,1.074,0,2,1,1,1,521,47.0,56.686709429068166
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,00:03:57,1,2,7,0,0,0,1,0,1,1,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.161,4.614,1,1,0,1,0,521,47.33749367201738,55.0
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,00:04:15,1,2,8,0,0,0,1,1,1,1,2,1,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.282,4.883,1,4,1,0,0,521,49.174949379555834,55.0
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,00:04:41,1,2,9,0,0,0,1,2,1,1,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.461,4.077,1,4,0,1,0,521,50.012329175216934,55.0
2023-wimbledon-1314,Alexander Bublik,Maximilian Marterer,00:05:20,1,2,10,0,0,0,1,3,1,1,1,1,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566,0.664,1,1,0,0,0,521,52.860331843486186,55.0
