match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:00:00,1,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.73,5.834,1,2,0,0,1,932,46.33749367201738,45.35
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:00:54,1,1,2,0,0,0,0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.427,19.436,4,2,0,1,0,932,46.0,46.63749367201738
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:01:25,1,1,3,0,0,0,0,1,1,1,2,2,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.596,8.51,2,2,0,1,0,932,46.35,47.674949379555834
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:02:11,1,1,4,0,0,0,0,1,2,1,1,1,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.03,43.953,11,4,0,1,0,932,47.83749367201738,47.0
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:02:55,1,1,5,0,0,0,0,2,2,1,2,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,24.027,35.431,6,4,1,1,0,932,47.35,48.63749367201738
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:03:47,1,1,6,0,0,0,0,2,3,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.85,8.159,1,0,0,0,0,932,48.33749367201738,50.5
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:04:18,1,1,7,0,0,0,0,3,3,1,1,1,4,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.146,26.369,7,2,1,0,0,932,50.174949379555834,48.0
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:04:59,1,1,8,0,0,0,0,4,3,1,1,1,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.097,17.608,5,4,0,0,0,932,52.02363423126201,48.35
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:06:19,1,2,9,0,0,1,0,0,0,2,2,2,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.495,8.964,3,4,0,1,1,933,55.35,49.33749367201738
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:06:53,1,2,10,0,0,1,0,0,1,2,2,1,6,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8.039,8.862,0,0,1,0,0,933,56.33749367201738,50.0
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:07:27,1,2,11,0,0,1,0,1,1,2,1,2,6,5,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26.316,19.062,5,0,0,0,0,933,56.0,51.13749367201738
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:08:03,1,2,12,0,0,1,0,1,2,2,1,2,6,6,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42.649,38.293,11,0,1,1,0,933,56.3,52.174949379555834
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:08:45,1,2,13,0,0,1,0,1,3,2,2,2,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.448,2.811,1,0,1,1,0,933,56.0,54.02363423126201
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:09:49,1,3,14,0,0,1,1,0,0,1,2,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.636,3.596,1,4,0,1,1,934,57.33749367201738,57.0
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:10:27,1,3,15,0,0,1,1,1,0,1,1,1,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.204,4.7,1,1,0,0,0,934,58.674949379555834,57.0
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:10:52,1,3,16,0,0,1,1,2,0,1,1,1,9,7,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17.551,28.756,5,3,0,0,0,934,60.81232917521693,57.0
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:11:24,1,3,17,0,0,1,1,3,0,1,2,2,9,8,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.47,4.425,2,3,0,0,0,934,59.0,58.83749367201738
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:12:05,1,3,18,0,0,1,1,3,1,1,1,2,9,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.401,7.594,2,4,0,0,0,934,59.35,59.674949379555834
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:12:33,1,3,19,0,0,1,1,3,2,1,1,1,10,9,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.886,9.848,3,1,1,1,0,934,61.8495951457469,59.0
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:14:21,1,4,20,0,0,2,1,0,0,2,2,1,11,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.066,5.135,2,3,0,0,1,935,66.67494937955584,59.35
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:14:53,1,4,21,0,0,2,1,1,0,2,2,1,12,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7.903,7.377,2,0,0,0,0,935,68.01232917521693,59.35
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:15:46,1,4,22,0,0,2,1,2,0,2,2,2,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.995,14.719,1,2,0,1,0,935,67.0,60.33749367201738
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:16:32,1,4,23,0,0,2,1,2,1,2,1,2,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.002,6.252,1,1,0,1,0,935,67.0,61.674949379555834
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:16:57,1,4,24,0,0,2,1,2,2,2,2,2,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.494,32.118,9,4,0,0,0,935,67.0,63.012329175216934
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:18:09,1,4,25,0,0,2,1,2,3,2,2,1,13,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5.156,3.684,6,0,1,1,0,935,68.33749367201739,62.65
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:19:16,1,4,26,0,0,2,1,3,3,2,2,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.549,1.974,1,3,0,0,0,935,68.0,63.33749367201738
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:20:05,1,4,27,0,0,2,1,3,4,2,2,2,13,14,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.534,1.31,1,0,1,0,0,935,68.0,66.18670942906817
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:20:53,1,5,28,0,0,2,2,0,0,1,1,2,13,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.583,31.185,4,2,0,0,1,936,68.0,71.31232917521693
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:22:31,1,5,29,0,0,2,2,0,1,1,2,1,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.234,24.195,7,3,0,1,0,936,69.33749367201739,70.0
2023-wimbledon-1501,Carlos Alcaraz,Holger Rune,00:23:24,1,5,30,0,0,2,2,1,1,1,1,2,14,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.272,3.795,2,3,0,0,0,936,69.0,71.83749367201739
