match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum,cal_m_1,cal_m_2
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,0.0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,17.567,22.066,5,3,0,0,1,648,48.5481268731046,44.5,1.0,1.0
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,0.008055555555555555,1,1,2,0,0,0,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.351,16.25,5,3,0,1,0,648,50.985059758123015,44.85,0.998027296374479,0.9985851020495333
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,0.01972222222222222,1,1,3,0,0,0,0,2,0,1,2,1,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,13.674,15.22,5,4,0,0,0,648,54.99982651304931,44.5,0.9951703086184104,0.996535951044844
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,0.035555555555555556,1,1,4,0,0,0,0,3,0,1,2,2,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.11,11.423,4,3,0,0,0,648,47.5,48.2481268731046,0.9912931030812115,0.9937550102032877
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,0.04666666666666667,1,1,5,0,0,0,0,3,1,1,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.752,12.444,2,1,0,0,0,648,47.5,50.985059758123015,0.9885724064819074,0.9918035278940821
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,0.05888888888888889,1,1,6,0,0,0,0,3,2,1,1,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.7,52.062,14,0,1,1,0,648,47.85,54.19982651304931,0.9855798371873948,0.9896569700341212
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,0.07388888888888889,1,1,7,0,0,0,0,3,3,1,2,2,3,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,23.058,27.678,8,4,0,0,0,648,47.5,58.18188941012068,0.9819074970966707,0.9870226904418596
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,0.08916666666666666,1,1,8,0,0,0,0,3,4,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.27,3.789,1,1,0,0,0,648,50.7481268731046,51.0,0.9781676530666426,0.984339813288803
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,0.09694444444444444,1,1,9,0,0,0,0,4,4,1,1,1,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.713,5.169,1,0,1,0,0,648,54.485059758123015,48.5,0.9762639605671596,0.9829740691055233
2023-wimbledon-1402,Grigor Dimitrov,Holger Rune,0.10472222222222223,1,1,10,0,0,0,0,5,4,1,1,1,6,4,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,55.34,60.437,13,1,0,1,0,648,62.32133980816691,48.5,0.9743604401900514,0.9816083884531853
