match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum,cal_m_1,cal_m_2,Momentums
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0.0,1,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2.969,6.793,1,0,0,1,1,965,44.5,48.0481268731046,1.0,1.0,-1.8391216124745864
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0.0055555555555555,1,1,2,0,0,0,0,0,1,2,1,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18.003,18.914,5,1,0,1,0,965,44.5,51.78505975812301,0.998414099810212,0.998491290811744,-3.186702354133536
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0.0130555555555555,1,1,3,0,0,0,0,0,2,2,1,2,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.027,1.278,1,3,0,1,0,965,44.5,55.44982651304931,0.9962731486842852,0.9964545455733852,-4.429186551970091
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0.0191666666666666,1,1,4,0,0,0,0,0,3,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.379,42.57,10,0,1,0,0,965,47.7481268731046,47.5,0.9945286943540902,0.9947949963567896,-0.17422180251405672
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0.0308333333333333,1,1,5,0,0,0,0,1,3,2,2,2,1,4,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.885,24.251,7,0,0,1,0,965,45.5,55.69982651304931,0.9911984738537384,0.9916268533395431,-3.925476594283258
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0.0575,1,2,6,0,0,0,1,0,0,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.556,2.727,1,0,1,1,1,966,48.7481268731046,53.5,0.9835873932210054,0.9843861170929766,-1.4308104847863994
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0.0630555555555555,1,2,7,0,0,0,1,1,0,1,1,1,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.737,3.539,1,1,0,1,0,966,53.235059758123015,53.5,0.982001961497774,0.982877811248844,0.45776837399938636
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0.0683333333333333,1,2,8,0,0,0,1,2,0,1,1,1,4,4,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.495,9.47,3,1,0,1,0,966,55.99982651304931,53.5,0.9804958850667403,0.9814449927684178,1.5404394798655447
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0.0744444444444444,1,2,9,0,0,0,1,3,0,1,1,1,5,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.049,2.935,1,0,0,0,0,966,63.85906756032159,53.5,0.9787521181185778,0.9797860353848068,4.0902184592490585
2023-wimbledon-1502,Daniil Medvedev,Christopher Eubanks,0.0833333333333333,1,3,10,0,0,1,1,0,0,2,2,1,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.548,28.269,8,4,0,1,1,967,66.52133980816691,53.85,0.9762159634536504,0.9773732076181304,5.211174005112896
