match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum,cal_m_1,cal_m_2,Momentums
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,0.0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.431,15.414,3,4,0,0,1,154,47.7481268731046,44.5,1.0,1.0,2.0735744166286825
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,0.0058333333333333,1,1,2,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.582,8.545,3,1,0,0,0,154,51.485059758123015,44.5,0.9981919913207192,0.9989276613405133,3.318804655029025
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,0.0113888888888888,1,1,3,0,0,0,0,2,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.989,10.337,2,4,0,1,0,154,46.5,47.7481268731046,0.9964700891078352,0.9979063886831464,-0.26943550176048403
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,0.0197222222222222,1,1,4,0,0,0,0,2,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.464,6.812,1,3,0,1,0,154,49.7481268731046,45.5,0.9938872782267038,0.996374488551446,2.0790338973980376
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,0.0275,1,1,5,0,0,0,0,3,1,1,2,2,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.772,9.738,2,3,0,0,0,154,47.85,48.7481268731046,0.9914767276278674,0.9949447303033858,-0.2416622434881216
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,0.0344444444444444,1,1,6,0,0,0,0,3,2,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.594,6.557,1,3,1,0,0,154,55.19982651304931,46.5,0.9893245331673566,0.9936681777278696,3.564273219203588
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,0.0519444444444444,1,2,7,0,0,1,0,0,0,2,2,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.558,20.562,6,1,0,0,1,155,58.985059758123015,46.85,0.9839014865709385,0.9904513661151234,4.863022491481391
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,0.0636111111111111,1,2,8,0,0,1,0,1,0,2,1,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.275,5.752,1,3,0,1,0,155,54.5,49.7481268731046,0.9802866285936817,0.9883069307213664,1.7446996096856484
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,0.075,1,2,9,0,0,1,0,1,1,2,1,1,6,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.465,39.343,10,3,0,0,0,155,58.2481268731046,47.5,0.9767583350063468,0.9862136569044236,4.261669368117111
2023-wimbledon-1305,Daniil Medvedev,Marton Fucsovics,0.0888888888888888,1,2,10,0,0,1,0,2,1,2,2,1,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18.553,17.717,4,0,0,0,0,155,60.985059758123015,47.85,0.9724563300755598,0.9836610493047434,5.402030385449544
