match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum,cal_m_1,cal_m_2,Momentums
2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0.0,1,1,1,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30.349,26.569,6,4,0,0,1,612,47.7481268731046,44.85,1.0,1.0,3.5376096505862193
2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0.0130555555555555,1,1,2,0,0,0,0,1,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.913,6.21,2,2,0,1,0,612,50.985059758123015,44.85,0.9968571199832452,0.9965224330700778,4.60894056750703
2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0.0241666666666666,1,1,3,0,0,0,0,2,0,2,1,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.622,0.887,1,1,0,0,0,612,46.5,48.9981268731046,0.9941823749578252,0.9935628646042622,-0.4490059366023534
2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0.0305555555555555,1,1,4,0,0,0,0,2,1,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.115,6.962,2,3,0,0,0,612,49.7481268731046,45.85,0.9926444318063226,0.9918611604731372,2.8197643592691604
2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0.0388888888888888,1,1,5,0,0,0,0,3,1,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,20.991,19.955,3,3,1,0,0,612,50.0,49.0481268731046,0.990638472403094,0.9896416187331109,0.4509863962050422
2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0.0530555555555555,1,1,6,0,0,0,0,3,2,2,2,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,16.972,17.952,5,2,0,1,0,612,50.35,51.985059758123015,0.987228522972728,0.9858686437209248,-1.9072937676821047
2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0.0663888888888888,1,1,7,0,0,0,0,3,3,2,1,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.565,5.604,1,1,1,1,0,612,47.5,55.19982651304931,0.9840194287182784,0.9823179740521252,-4.906370957883505
2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0.0733333333333333,1,1,8,0,0,0,0,3,4,2,1,2,3,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30.1,23.585,5,0,0,1,0,612,47.5,62.90906756032159,0.9823481516594502,0.9804688378823054,-8.080669743009516
2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0.0941666666666666,1,2,9,0,0,0,1,0,0,1,2,2,3,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.317,10.126,4,2,0,1,1,613,47.5,67.02133980816691,0.9773349496105423,0.9749222815624432,-9.291350923471004
2023-wimbledon-1401,Carlos Alcaraz,Matteo Berrettini,0.1058333333333333,1,2,10,0,0,0,1,0,1,1,1,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.895,6.959,1,3,1,0,0,613,50.7481268731046,55.5,0.974528038100391,0.9718168624032876,-2.657857745857414
