match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum,cal_m_1,cal_m_2,Momentums
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.67,15.447,1,0,1,1,1,884,47.7481268731046,44.5,1.0,1.0,1.9847686344269082
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0041666666666666,1,1,2,0,0,0,0,1,0,1,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552,0.911,1,1,1,1,0,884,52.235059758123015,44.5,0.998829270608986,0.9985463612335498,3.5460899166230213
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0080555555555555,1,1,3,0,0,0,0,2,0,1,1,2,2,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17.678,23.801,6,1,1,1,0,884,46.8,48.2481268731046,0.9977365926751232,0.9971896371376104,-0.39568068460713757
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0158333333333333,1,1,4,0,0,0,0,2,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,2,0,0,884,49.7481268731046,45.5,0.995551255630838,0.9944762249784171,1.9901531025607972
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0202777777777777,1,1,5,0,0,0,0,3,1,1,2,1,4,1,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,29.48,39.243,7,4,0,1,0,884,58.18188941012068,45.5,0.9943025093447364,0.992925737701533,4.9471276082453945
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0419444444444444,1,2,6,0,0,1,0,0,0,2,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.372,0.556,1,1,0,0,1,885,53.5,48.7481268731046,0.9882151976888256,0.9853677371825352,1.598198969294383
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0480555555555555,1,2,7,0,0,1,0,0,1,2,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.986,29.908,9,3,0,0,0,885,53.5,51.985059758123015,0.9864984020274749,0.9832362583488792,0.11909308478210251
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0577777777777777,1,2,8,0,0,1,0,0,2,2,1,2,4,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,1.393,1,0,1,1,0,885,53.5,56.44982651304931,0.9837673043604978,0.9798455911476556,-1.5169081207620905
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0638888888888888,1,2,9,0,0,1,0,0,3,2,1,2,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.213,10.1,1,0,0,1,0,885,53.5,62.60906756032159,0.982050735783703,0.977714546941026,-3.5116505358604826
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0711111111111111,1,3,10,0,0,1,1,0,0,1,1,2,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.415,7.467,2,3,0,1,1,886,53.85,66.52133980816691,0.9800222010309818,0.9751963027284816,-4.91155011217743
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0763888888888889,1,3,11,0,0,1,1,0,1,1,1,1,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.384,10.759,1,1,1,1,0,886,56.7481268731046,55.5,0.9785399133120226,0.9733562445732528,0.29735281764105354
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0813888888888888,1,3,12,0,0,1,1,1,1,1,1,1,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.452,3.667,1,0,1,0,0,886,60.28505975812301,55.5,0.9771357276541968,0.9716131979122068,1.962517715141208
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0863888888888888,1,3,13,0,0,1,1,2,1,1,1,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,4,2,0,0,886,63.19982651304931,55.5,0.975731632202416,0.9698703238633984,3.3057065235682686
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0908333333333333,1,3,14,0,0,1,1,3,1,1,1,2,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.037,15.59,2,2,0,0,0,886,56.8,58.7481268731046,0.9744836275580794,0.9683212559482096,-0.5256116032923851
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.0974999999999999,1,3,15,0,0,1,1,3,2,1,1,1,8,7,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26.357,50.482,7,3,0,0,0,886,64.99982651304931,56.5,0.9726117709260632,0.9659979417164892,3.609676000340419
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.1291666666666666,1,4,16,0,0,2,1,0,0,2,1,2,8,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028,1.093,1,0,1,1,1,887,62.5,60.9981268731046,0.963723298243426,0.954967644159711,0.5386384436345337
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.135,1,4,17,0,0,2,1,0,1,2,1,2,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.886,15.17,5,1,0,1,0,887,62.5,62.985059758123015,0.9620865320835246,0.952936864365132,-0.5732167506887726
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.1433333333333333,1,4,18,0,0,2,1,0,2,2,1,2,8,10,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.108,13.104,3,0,0,0,0,887,62.5,66.69982651304932,0.959748649731784,0.9500364292564296,-1.9891391084547225
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.15,1,4,19,0,0,2,1,0,3,2,1,2,8,11,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.807,13.355,1,3,1,0,0,887,62.5,73.90906756032159,0.9578786598827612,0.9477166854334031,-4.334514005540609
2023-wimbledon-1408,Hubert Hurkacz,Novak Djokovic,0.1594444444444444,1,5,20,0,0,2,2,0,0,1,1,2,8,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.29,6.611,2,1,0,0,1,888,62.85,77.52133980816691,0.9552300157878736,0.9444313532292696,-5.689677521597985
