match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum,cal_m_1,cal_m_2,Momentums
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.0,1,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11.412,16.527,3,1,0,1,1,477,47.7481268731046,44.85,1.0,1.0,2.0823685956266087
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.0097222222222222,1,1,2,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.314,9.633,3,3,0,0,0,477,51.485059758123015,44.5,0.9973031252576136,0.9977735952820586,3.440778831822697
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.0158333333333333,1,1,3,0,0,0,0,2,0,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.731,3.345,1,4,0,1,0,477,54.19982651304931,44.85,0.9956079644411516,0.9963741507864678,4.1237006628434
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.0236111111111111,1,1,4,0,0,0,0,3,0,1,1,1,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.695,0.867,1,1,0,0,0,477,62.85906756032159,44.5,0.9934505248258986,0.994593060871155,6.895669333723359
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.0444444444444444,1,2,5,0,0,1,0,0,0,2,1,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.14,16.4,5,1,0,1,1,478,53.85,47.7481268731046,0.9876720244478588,0.989822484467711,2.032582478490049
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.0513888888888888,1,2,6,0,0,1,0,0,1,2,1,2,4,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.447,7.405,3,1,0,0,0,478,53.5,51.485059758123015,0.9857460215606214,0.9882323845577332,0.1478811332618658
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.0580555555555555,1,2,7,0,0,1,0,0,2,2,1,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.894,7.207,2,1,1,0,0,478,56.7481268731046,46.85,0.9838971581139514,0.9867059445330576,3.4306511441673138
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.0672222222222222,1,2,8,0,0,1,0,1,2,2,2,1,6,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.169,25.458,8,1,0,1,0,478,60.485059758123015,46.5,0.9813551532433896,0.9846071921183582,5.437150770254953
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.0819444444444444,1,2,9,0,0,1,0,2,2,2,2,1,7,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1.257,0.892,0,1,1,1,0,478,63.19982651304931,47.5,0.9772730576319756,0.9812367601886526,6.683553194020268
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.0888888888888888,1,2,10,0,0,1,0,3,2,2,1,1,8,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,15.873,9.732,2,3,0,0,0,478,84.59770330148513,46.85,0.9753477955126404,0.9796470771282644,14.305310524465508
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.0983333333333333,1,3,11,0,0,2,0,0,0,1,2,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.684,11.62,4,4,0,1,1,479,62.5,49.7481268731046,0.9727297352096084,0.9774852748518376,4.94802640014205
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.1077777777777777,1,3,12,0,0,2,0,0,1,1,1,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.505,4.448,1,1,0,0,0,479,65.74812687310461,47.5,0.9701120489652056,0.9753236831017772,7.046954677615659
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.1122222222222222,1,3,13,0,0,2,0,1,1,1,1,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4,31.558,7,3,0,1,0,479,68.98505975812301,47.5,0.9688803362620152,0.974306542054422,8.404839848968168
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.1205555555555555,1,3,14,0,0,2,0,2,1,1,2,2,10,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.482,16.176,4,2,0,0,0,479,64.85,50.7481268731046,0.9665711326080648,0.972399547623604,4.935113869812786
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.1369444444444444,1,3,15,0,0,2,0,2,2,1,2,1,11,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.398,12.697,5,4,0,0,0,479,68.24812687310461,48.5,0.9620307628984148,0.9686497242689168,7.600494747345367
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.1475,1,3,16,0,0,2,0,3,2,1,1,1,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.65,12.108,3,1,1,0,0,479,83.59770330148513,48.5,0.9591072749907334,0.9662350443203616,13.235870096514034
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.1766666666666666,1,4,17,0,0,3,0,0,0,2,1,2,12,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.472,11.054,3,0,0,0,1,480,71.85,51.7481268731046,0.9510330079790826,0.9595650373618544,7.302630157653032
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.1822222222222222,1,4,18,0,0,3,0,0,1,2,2,1,13,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2.335,2.036,0,0,1,1,0,480,74.74812687310461,50.5,0.9494957453208924,0.9582949500983354,8.909440115468042
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.1888888888888888,1,4,19,0,0,3,0,1,1,2,2,2,13,6,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.941,7.457,3,4,0,0,0,480,72.5,53.2481268731046,0.9476513466103296,0.9567710236393842,6.56404398403623
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.1974999999999999,1,4,20,0,0,3,0,1,2,2,2,1,14,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.283,0.287,0,4,2,0,0,480,75.74812687310461,51.5,0.9452695285508566,0.9548029173331278,8.633240295120341
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.2052777777777777,1,4,21,0,0,3,0,2,2,2,1,2,14,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.439,12.067,3,1,1,1,0,480,73.85,53.7481268731046,0.9431187434743544,0.9530255740179432,6.562456086832286
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.2125,1,4,22,0,0,3,0,2,3,2,1,1,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.871,7.212,2,0,0,1,0,480,76.74812687310461,51.5,0.9411220581039904,0.9513754498399742,8.933101734229961
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.2188888888888888,1,4,23,0,0,3,0,3,3,2,1,2,15,8,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.021,6.569,3,3,0,0,0,480,74.5,55.2481268731046,0.9393561516028536,0.9499159455382404,6.246158743028579
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.2258333333333333,1,4,24,0,0,3,0,3,4,2,1,2,15,9,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.053,10.068,3,0,1,1,0,480,74.5,62.88188941012068,0.9374371188567308,0.9483297706072203,3.12964709847903
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.2333333333333333,1,5,25,0,0,3,1,0,0,1,1,2,15,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.934,14.865,4,4,0,1,1,481,74.85,66.19982651304932,0.9353650833903034,0.946616994685137,1.7757910202889646
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.2388888888888889,1,5,26,0,0,3,1,0,1,1,2,2,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.192,30.973,8,3,0,0,0,481,74.5,69.38188941012068,0.9338306005397998,0.9453484736934626,0.3215383954534494
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.2491666666666666,1,5,27,0,0,3,1,0,2,1,2,2,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.804,7.895,2,4,0,1,0,481,74.5,72.52133980816691,0.93099263756229,0.9430021778975404,-0.7981224074722041
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.2563888888888889,1,5,28,0,0,3,1,0,3,1,2,2,15,13,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.694,4.166,2,1,0,0,0,481,74.5,93.79527207670044,0.9289990585285226,0.9413538045319624,-7.65807173682259
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.2830555555555555,1,6,29,0,0,3,2,0,0,2,1,2,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.037,2.875,1,1,1,0,1,482,74.5,83.63689949513495,0.9216431860264526,0.935270341994382,-4.604151165254914
2023-wimbledon-1313,Andrey Rublev,David Goffin,0.2877777777777777,1,6,30,0,0,3,2,0,1,2,2,2,15,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47.407,38.496,9,3,0,1,0,482,74.85,86.59770330148513,0.92034144921306,0.9341935504058556,-5.821129188548701
