match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,serve_width,serve_depth,return_depth,new_game,game_id,p1_momentum,p2_momentum,cal_m_1,cal_m_2,Momentums
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,0.0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.544,6.337,1,1,1,1,1,248,47.7481268731046,44.5,1.0,1.0,2.6063385718594407
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,0.0041666666666666,1,1,2,0,0,0,0,1,0,1,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.679,17.202,4,3,0,1,0,248,45.85,47.7481268731046,0.9992672495994024,0.9991871899170078,-0.9353717819278959
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,0.0144444444444444,1,1,3,0,0,0,0,1,1,1,2,2,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.144,0.899,0,0,1,0,0,248,46.5,50.985059758123015,0.9974598036202732,0.9971822652157286,-2.659292495198713
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,0.0238888888888888,1,1,4,0,0,0,0,1,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,18.514,17.567,3,3,0,0,0,248,49.0481268731046,46.5,0.9957989216666384,0.9953399215649688,1.1344739465102918
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,0.0366666666666666,1,1,5,0,0,0,0,2,2,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31.318,36.482,9,0,0,1,0,248,51.985059758123015,46.85,0.9935518846898964,0.9928473916735886,3.0940696970830466
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,0.0511111111111111,1,1,6,0,0,0,0,3,2,1,2,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.888,7.076,1,3,0,0,0,248,59.521339808166914,46.5,0.991011835531622,0.9900298578290908,6.171621809888051
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,0.0680555555555555,1,2,7,0,0,1,0,0,0,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.122,15.757,3,4,0,1,1,249,53.5,50.0481268731046,0.9880323127234832,0.9867248789563612,1.762853606828839
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,0.0791666666666666,1,2,8,0,0,1,0,0,1,2,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.614,5.343,1,1,0,1,0,249,53.5,52.985059758123015,0.9860786393412792,0.9845578326470004,-0.046594886841121536
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,0.0849999999999999,1,2,9,0,0,1,0,0,2,2,2,1,5,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5.634,5.487,0,2,1,0,0,249,56.7481268731046,49.5,0.9850530024182572,0.9834201901145436,2.817961161936386
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,0.095,1,2,10,0,0,1,0,1,2,2,1,2,5,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.629,6.702,1,0,1,1,0,249,54.5,52.9981268731046,0.983294842063144,0.981470047273262,-0.03579075351308447
2023-wimbledon-1307,Christopher Eubanks,Christopher O'Connell,0.1011111111111111,1,2,11,0,0,1,0,1,3,2,2,2,5,6,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.037,39.002,11,1,0,1,0,249,54.8,59.88188941012068,0.9822204608937752,0.980278361770382,-2.637136787146536
